wine_name,grape,region,country,year,price,rating,review
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Another Really fine Primitivo.  deep purple almost black color. Great intensive aroma of  vanilla blackberry oak and such nice taste of  cherry plum
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Plumb, vanilla and oak. Nice and soft. Went well with deer and potato. 
"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Deeply fruity red wine
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"4.2 
More convincing this time. Dark berries and vanilla notes. London very Primitivo Style. Seems to mature well."
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"4.2 
More convincing this time. Dark berries and vanilla notes. London very Primitivo Style. Seems to mature well."
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Sweet fruity and very nice
"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Sweet fruity and very nice
"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Sweet fruity and very nice
"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Smooth, bold, and easy to drink. Excellent wine for the price!"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Smooth, bold, and easy to drink. Excellent wine for the price!"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Last wine of the lesson and a huge discussion point. I find this very one dimensional, stuck in overly jammy forest fruit with the addition of eau de nail polish remover. Overly supple plonk for the masses, but massively overpriced for those masses so maybe this is in some niche I don't want to be in. Not bad but in the same category as the 4 euro Pinot grigio I reviewed earlier, if that was a simple wine I don't get why this isn't as well. Very educational experience 😆"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Bright red colour. Nose has fig, red berries and violet. These follows to the taste stronger. It's quite sweet. Cherries. Chocolate. "
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Fruit and spice
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Cherrys and dark fruit, med-full bodied.  Very tasty, excellent for Italian primitivo, on par with some CA zins, only short- med finish or would rate higher."
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Cherrys and dark fruit, med-full bodied.  Very tasty, excellent for Italian primitivo, on par with some CA zins, only short- med finish or would rate higher."
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Cherrys and dark fruit, med-full bodied.  Very tasty, excellent for Italian primitivo, on par with some CA zins, only short- med finish or would rate higher."
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Greit taste:plum,cherry, blackberry . Very good equilibrium in composition. "
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Backlog 20220504
Gambero Rosso
For a Primitivo ok, drink 2022-2032"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Perfect red wine with korean beef!
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,I drank it all
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Round, smooth, very well balances"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Lovely full bodied with a blackberry aftertaste
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Sour cherry, red fruits, perfect taste
"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Sour cherry, red fruits, perfect taste
"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Deep purple colors, vanilla, prunes vanilla oak plum blackberry tobacco beautiful with red meat. "
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Bright red fruit, some secondary notes.  Good for food"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Goodridge!
Delicious sweet 😋 "
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,It's too simple.
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,It's too simple.
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,It's too simple.
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"surprisingly ripe, soft and with little grape characteristics come through with its characteristics.  the scent nuances the warmth of maybe a little coffee.  surprisingly good !"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Good solid wine, we bought a case. Pleasant red with a bit of earthiness. Southern Italy (Puglia)'s version of a zinfandel. "
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Soft, smooth and medium finish.Plum, cherry , and a bit of chocklate."
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Unique and memorable.  Fruity
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Dark chocolate, plum, dark fruit. Long aftertaste. 
Brilliant example of a Wine from southern Italy "
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Really smooth, vanilla, strawberry and  apple. Overpowered by my curry. Probably better with milder food, and best on its own"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Very soft, as silky as it gets, but not light at all. Nice with mild pasta or anything without a strong flavor "
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,At Nuccio’s this was dryer and fuller than the primitivo 1913
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"fruity, sweet, light"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,vanilla oak plum cherry chocolate
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Absolutely gorgeous wine, had with Ravioli but it will go really well with Pasta’s, Indian and just simply with a cheese board. Highly recommend as it’s Bold, Not acidic, no tanning or dryness. "
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Juicy with some complexity, good experience"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Family birthday night in Galvy:)
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Sweat and black berry smells. Very soft and oak, earth, and some berries flavor with less acidity. Interesting due to gap between its smell and flavor."
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Sweat and black berry smells. Very soft and oak, earth, and some berries flavor with less acidity. Interesting due to gap between its smell and flavor."
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Smooth, fruit forward primitivo. Soft smooth and warm on the tongue with some acidity and depth on the palate.  Beautiful dark purple/ruby color. Medium full finish with strong acidity and eucalyptus notes. Yum!"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,A very good primitivo but it lacks some character. I know a multitude of more impressive primitivo’s from this area. But easy drinking for sure and great pairing with vegetarian pastas with loads of olive oil. 
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Really good and well balanced. There is jam, plum, blackberry and cherry. Lovely mouthful taste and easy tannins. Love it!"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Buy this wine 
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,plum blackberry chocolatey flavour. probably one of my favourites 
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Just perfect primitivo with hints of vanilla. 
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"so many favor scent 
deep oak, Vanilla, Chocolate, Blackberry
 vanilla blackberry chocolate"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Sweet plum vanilla oak plum
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Easy, no flods, not very tasty thought cherry vanilla  blackberry "
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,vanilla oak plum 
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Great wine for the price. Smooth with nice undertones 
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Very nicely rounded for a Primitivo: hint of smoke and oak, bit of vanilla. "
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Just the right amount of sweet. Doesn’t overpower with vanilla like a Zin. Dark bold flavors. First blend I’ve enjoyed
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Debbie’s favorite and I agree, It’s a very good red! 🍷"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,vanilla oak tobacco leather @
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Juicy and concentrated. This is a rich, opulent wine, but very straightforward and not complex. An enjoyable complement to spicy, red sauce Italian dishes. "
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Just amazing one of the best Primitivo I've tasted 
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Just amazing one of the best Primitivo I've tasted 
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Just amazing one of the best Primitivo I've tasted 
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,oak plum cherry chocolate 
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Juicy, jammy - great with pizza and a Caesar salad!"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Soft, smooth, some oak and vanilla. A good deal of acid makes it a nice wine with cheese or pizza. Interesting combination of smoothness and acid. "
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Lovely drop, fruity, smooth, well balanced. Very easy drinking but not one I’d rush back to time and time again, just missing that special something.  "
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,Full bodied with notes of blackberries. 
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,The Italians should not make wine at 17.5%
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Very special bottle - rather normal wine.  But that doesn't mean it is bad.  I just always have the feeling that I've already seen and tasted all these Primitivo.  They are always strong, full-bodied and opulent.  Lots of fruity sweetness, powerful and long.  And then every now and then one comes along like this Lu Rappaio and shows that there is another way.  With fruit but without clumsy sweetness, with volume but also with supporting acidity, with length but not boring.  Very fine! "
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Super velvety and sweet. Definitely goes well with fruity cheese, crackers, and tomatoes. It grows bitter if too much is drunk at one meal."
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Dry, fruity to the point of sweet. Sa
Share with more than 1 other person"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Revisited.
Classical example of Primitivo from Manduria.
Well enjoyed on its own or with some delicious pasta.

Drink it now,thank me later💋"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Revisited.
Classical example of Primitivo from Manduria.
Well enjoyed on its own or with some delicious pasta.

Drink it now,thank me later💋"
Primitivo fromPrimitivo di Manduria,Primitivo, Primitivo di Manduria,Italy,2019,17.26,4.3,"Revisited.
Classical example of Primitivo from Manduria.
Well enjoyed on its own or with some delicious pasta.

Drink it now,thank me later💋"
